id	myclass	myid	male	female	age	years
Tuberculosis	I	I-Tub	3914903	1807266	60-69 years	69
Tuberculosis	I	I-Tub	2698611	1310425	70+ years	70
Tuberculosis	I	I-Tub	2698611	1310425	70+ years	75
Upper_respiratory_infections	I	I-URI	16898	13519	0-27 days	0
Upper_respiratory_infections	I	I-URI	16898	13519	0-27 days	0.07
Upper_respiratory_infections	I	I-URI	172498	149866	1-59 months	0.08
Upper_respiratory_infections	I	I-URI	172498	149866	1-59 months	4.9
Upper_respiratory_infections	I	I-URI	241860	230413	5-14 years	5
Upper_respiratory_infections	I	I-URI	241860	230413	5-14 years	14
Upper_respiratory_infections	I	I-URI	224213	215022	15-29 years	15
Upper_respiratory_infections	I	I-URI	224213	215022	15-29 years	29
Upper_respiratory_infections	I	I-URI	257174	243111	30-49 years	30
Upper_respiratory_infections	I	I-URI	257174	243111	30-49 years	49
Upper_respiratory_infections	I	I-URI	72237	68520	50-59 years	50
Upper_respiratory_infections	I	I-URI	72237	68520	50-59 years	59
Upper_respiratory_infections	I	I-URI	32353	31294	60-69 years	60
Upper_respiratory_infections	I	I-URI	32353	31294	60-69 years	69
Upper_respiratory_infections	I	I-URI	44035	59245	70+ years	70
Upper_respiratory_infections	I	I-URI	44035	59245	70+ years	75
Whooping_cough	I	I-Who	132776	129235	0-27 days	0
Whooping_cough	I	I-Who	132776	129235	0-27 days	0.07
Whooping_cough	I	I-Who	2998971	2541679	1-59 months	0.08
Whooping_cough	I	I-Who	2998971	2541679	1-59 months	4.9
Whooping_cough	I	I-Who	142584	118310	5-14 years	5
Whooping_cough	I	I-Who	142584	118310	5-14 years	14
Whooping_cough	I	I-Who	31706	18287	15-29 years	15
Whooping_cough	I	I-Who	31706	18287	15-29 years	29
Whooping_cough	I	I-Who	10941	6887	30-49 years	30
Whooping_cough	I	I-Who	10941	6887	30-49 years	49
Whooping_cough	I	I-Who	6720	4156	50-59 years	50
Whooping_cough	I	I-Who	6720	4156	50-59 years	59
Whooping_cough	I	I-Who	11	10	60-69 years	60
Whooping_cough	I	I-Who	11	10	60-69 years	69
Whooping_cough	I	I-Who	48	56	70+ years	70
Whooping_cough	I	I-Who	48	56	70+ years	75
CollViolence	J	J-Col	815	856	0-27 days	0
CollViolence	J	J-Col	815	856	0-27 days	0.07
CollViolence	J	J-Col	50056	50411	1-59 months	0.08
CollViolence	J	J-Col	50056	50411	1-59 months	4.9
CollViolence	J	J-Col	685100	329588	5-14 years	5
CollViolence	J	J-Col	685100	329588	5-14 years	14
CollViolence	J	J-Col	3363771	439436	15-29 years	15
CollViolence	J	J-Col	3363771	439436	15-29 years	29
CollViolence	J	J-Col	1947717	222984	30-49 years	30
CollViolence	J	J-Col	1947717	222984	30-49 years	49
CollViolence	J	J-Col	196939	41698	50-59 years	50
CollViolence	J	J-Col	196939	41698	50-59 years	59
CollViolence	J	J-Col	75636	16198	60-69 years	60
CollViolence	J	J-Col	75636	16198	60-69 years	69
CollViolence	J	J-Col	24152	7020	70+ years	70
CollViolence	J	J-Col	24152	7020	70+ years	75
Drowning	J	J-Dro	82059	57898	0-27 days	0
Drowning	J	J-Dro	82059	57898	0-27 days	0.07
Drowning	J	J-Dro	3433057	2412477	1-59 months	0.08
Drowning	J	J-Dro	3433057	2412477	1-59 months	4.9
Drowning	J	J-Dro	4082824	2064030	5-14 years	5
Drowning	J	J-Dro	4082824	2064030	5-14 years	14
Drowning	J	J-Dro	4073705	1279170	15-29 years	15
Drowning	J	J-Dro	4073705	1279170	15-29 years	29
Drowning	J	J-Dro	2517296	770257	30-49 years	30
Drowning	J	J-Dro	2517296	770257	30-49 years	49
Drowning	J	J-Dro	821416	345555	50-59 years	50
Drowning	J	J-Dro	821416	345555	50-59 years	59
Drowning	J	J-Dro	503560	274075	60-69 years	60
Drowning	J	J-Dro	503560	274075	60-69 years	69
Drowning	J	J-Dro	338959	294201	70+ years	70
Drowning	J	J-Dro	338959	294201	70+ years	75
ExposureToForcesOfNature	J	J-Exp	2	1	0-27 days	0
ExposureToForcesOfNature	J	J-Exp	2	1	0-27 days	0.07
ExposureToForcesOfNature	J	J-Exp	380	212	1-59 months	0.08
ExposureToForcesOfNature	J	J-Exp	380	212	1-59 months	4.9
ExposureToForcesOfNature	J	J-Exp	30137	17895	5-14 years	5
ExposureToForcesOfNature	J	J-Exp	30137	17895	5-14 years	14
ExposureToForcesOfNature	J	J-Exp	70644	31925	15-29 years	15
ExposureToForcesOfNature	J	J-Exp	70644	31925	15-29 years	29
ExposureToForcesOfNature	J	J-Exp	64599	35295	30-49 years	30
ExposureToForcesOfNature	J	J-Exp	64599	35295	30-49 years	49
ExposureToForcesOfNature	J	J-Exp	16978	12600	50-59 years	50
ExposureToForcesOfNature	J	J-Exp	16978	12600	50-59 years	59
ExposureToForcesOfNature	J	J-Exp	8213	7943	60-69 years	60
ExposureToForcesOfNature	J	J-Exp	8213	7943	60-69 years	69
ExposureToForcesOfNature	J	J-Exp	3449	4645	70+ years	70
ExposureToForcesOfNature	J	J-Exp	3449	4645	70+ years	75
Falls	J	J-Fal	130194	122586	0-27 days	0
Falls	J	J-Fal	130194	122586	0-27 days	0.07
Falls	J	J-Fal	1619196	1178817	1-59 months	0.08
Falls	J	J-Fal	1619196	1178817	1-59 months	4.9
Falls	J	J-Fal	1860416	1217311	5-14 years	5
Falls	J	J-Fal	1860416	1217311	5-14 years	14
Falls	J	J-Fal	3167566	1319016	15-29 years	15
Falls	J	J-Fal	3167566	1319016	15-29 years	29
Falls	J	J-Fal	6103198	2790673	30-49 years	30
Falls	J	J-Fal	6103198	2790673	30-49 years	49
Falls	J	J-Fal	4136795	2233532	50-59 years	50
Falls	J	J-Fal	4136795	2233532	50-59 years	59
Falls	J	J-Fal	3716214	2608517	60-69 years	60
Falls	J	J-Fal	3716214	2608517	60-69 years	69
Falls	J	J-Fal	4747066	5514975	70+ years	70
Falls	J	J-Fal	4747066	5514975	70+ years	75
FireHeat	J	J-Fir	122250	138515	0-27 days	0
FireHeat	J	J-Fir	122250	138515	0-27 days	0.07
FireHeat	J	J-Fir	2911794	2527918	1-59 months	0.08
FireHeat	J	J-Fir	2911794	2527918	1-59 months	4.9
FireHeat	J	J-Fir	1900111	1702967	5-14 years	5
FireHeat	J	J-Fir	1900111	1702967	5-14 years	14
FireHeat	J	J-Fir	1753319	1930010	15-29 years	15
FireHeat	J	J-Fir	1753319	1930010	15-29 years	29
FireHeat	J	J-Fir	1638213	1165785	30-49 years	30
FireHeat	J	J-Fir	1638213	1165785	30-49 years	49
FireHeat	J	J-Fir	582334	337577	50-59 years	50
FireHeat	J	J-Fir	582334	337577	50-59 years	59
FireHeat	J	J-Fir	369624	264287	60-69 years	60
FireHeat	J	J-Fir	369624	264287	60-69 years	69
FireHeat	J	J-Fir	315784	317206	70+ years	70
FireHeat	J	J-Fir	315784	317206	70+ years	75
Interpersonal_violence	J	J-Int	215435	224111	0-27 days	0
Interpersonal_violence	J	J-Int	215435	224111	0-27 days	0.07
Interpersonal_violence	J	J-Int	669919	643248	1-59 months	0.08
Interpersonal_violence	J	J-Int	669919	643248	1-59 months	4.9
Interpersonal_violence	J	J-Int	1048797	783451	5-14 years	5
Interpersonal_violence	J	J-Int	1048797	783451	5-14 years	14
Interpersonal_violence	J	J-Int	12712889	2377378	15-29 years	15
Interpersonal_violence	J	J-Int	12712889	2377378	15-29 years	29
Interpersonal_violence	J	J-Int	8611012	1591372	30-49 years	30
Interpersonal_violence	J	J-Int	8611012	1591372	30-49 years	49
Interpersonal_violence	J	J-Int	1400592	300868	50-59 years	50
Interpersonal_violence	J	J-Int	1400592	300868	50-59 years	59
Interpersonal_violence	J	J-Int	468569	156763	60-69 years	60
Interpersonal_violence	J	J-Int	468569	156763	60-69 years	69
Interpersonal_violence	J	J-Int	190822	123340	70+ years	70
Interpersonal_violence	J	J-Int	190822	123340	70+ years	75
Other_unintentional_injuries	J	J-Oth	1138684	995888	0-27 days	0
Other_unintentional_injuries	J	J-Oth	1138684	995888	0-27 days	0.07
Other_unintentional_injuries	J	J-Oth	4616189	3832898	1-59 months	0.08
Other_unintentional_injuries	J	J-Oth	4616189	3832898	1-59 months	4.9
Other_unintentional_injuries	J	J-Oth	4052739	2579797	5-14 years	5
Other_unintentional_injuries	J	J-Oth	4052739	2579797	5-14 years	14
Other_unintentional_injuries	J	J-Oth	8650625	3019088	15-29 years	15
Other_unintentional_injuries	J	J-Oth	8650625	3019088	15-29 years	29
Other_unintentional_injuries	J	J-Oth	9161785	3184055	30-49 years	30
Other_unintentional_injuries	J	J-Oth	9161785	3184055	30-49 years	49
Other_unintentional_injuries	J	J-Oth	3602383	1451882	50-59 years	50
Other_unintentional_injuries	J	J-Oth	3602383	1451882	50-59 years	59
Other_unintentional_injuries	J	J-Oth	2264981	1197575	60-69 years	60
Other_unintentional_injuries	J	J-Oth	2264981	1197575	60-69 years	69
Other_unintentional_injuries	J	J-Oth	2053023	1851165	70+ years	70
Other_unintentional_injuries	J	J-Oth	2053023	1851165	70+ years	75
Poisonings	J	J-Poi	97912	75550	0-27 days	0
Poisonings	J	J-Poi	97912	75550	0-27 days	0.07
Poisonings	J	J-Poi	1059056	886523	1-59 months	0.08
Poisonings	J	J-Poi	1059056	886523	1-59 months	4.9
Poisonings	J	J-Poi	508189	477262	5-14 years	5
Poisonings	J	J-Poi	508189	477262	5-14 years	14
Poisonings	J	J-Poi	1647949	1064711	15-29 years	15
Poisonings	J	J-Poi	1647949	1064711	15-29 years	29
Poisonings	J	J-Poi	1909232	995676	30-49 years	30
Poisonings	J	J-Poi	1909232	995676	30-49 years	49
Poisonings	J	J-Poi	687181	362112	50-59 years	50
Poisonings	J	J-Poi	687181	362112	50-59 years	59
Poisonings	J	J-Poi	378179	200458	60-69 years	60
Poisonings	J	J-Poi	378179	200458	60-69 years	69
Poisonings	J	J-Poi	221481	175260	70+ years	70
Poisonings	J	J-Poi	221481	175260	70+ years	75
Road_injury	J	J-Roa	119144	121016	0-27 days	0
Road_injury	J	J-Roa	119144	121016	0-27 days	0.07
Road_injury	J	J-Roa	2551870	1894002	1-59 months	0.08
Road_injury	J	J-Roa	2551870	1894002	1-59 months	4.9
Road_injury	J	J-Roa	4733651	2862720	5-14 years	5
Road_injury	J	J-Roa	4733651	2862720	5-14 years	14
Road_injury	J	J-Roa	20095436	5889456	15-29 years	15
Road_injury	J	J-Roa	20095436	5889456	15-29 years	29
Road_injury	J	J-Roa	18855311	5854304	30-49 years	30
Road_injury	J	J-Roa	18855311	5854304	30-49 years	49
Road_injury	J	J-Roa	5756442	2218876	50-59 years	50
Road_injury	J	J-Roa	5756442	2218876	50-59 years	59
Road_injury	J	J-Roa	3103842	1501261	60-69 years	60
Road_injury	J	J-Roa	3103842	1501261	60-69 years	69
Road_injury	J	J-Roa	1981840	1184719	70+ years	70
Road_injury	J	J-Roa	1981840	1184719	70+ years	75
Self_harm	J	J-Sel	0	0	0-27 days	0
Self_harm	J	J-Sel	0	0	0-27 days	0.07
Self_harm	J	J-Sel	0	0	1-59 months	0.08
Self_harm	J	J-Sel	0	0	1-59 months	4.9
Self_harm	J	J-Sel	619126	553914	5-14 years	5
Self_harm	J	J-Sel	619126	553914	5-14 years	14
Self_harm	J	J-Sel	10011535	6961944	15-29 years	15
Self_harm	J	J-Sel	10011535	6961944	15-29 years	29
Self_harm	J	J-Sel	9039448	3952740	30-49 years	30
Self_harm	J	J-Sel	9039448	3952740	30-49 years	49
Self_harm	J	J-Sel	2852066	1235944	50-59 years	50
Self_harm	J	J-Sel	2852066	1235944	50-59 years	59
Self_harm	J	J-Sel	1511642	861654	60-69 years	60
Self_harm	J	J-Sel	1511642	861654	60-69 years	69
Self_harm	J	J-Sel	1083604	674701	70+ years	70
Self_harm	J	J-Sel	1083604	674701	70+ years	75
backNeckPain	M	M-bac	11	11	0-27 days	0
backNeckPain	M	M-bac	11	11	0-27 days	0.07
backNeckPain	M	M-bac	45	57	1-59 months	0.08
backNeckPain	M	M-bac	45	57	1-59 months	4.9
backNeckPain	M	M-bac	1633904	1463682	5-14 years	5
backNeckPain	M	M-bac	1633904	1463682	5-14 years	14
backNeckPain	M	M-bac	5758404	5134764	15-29 years	15
backNeckPain	M	M-bac	5758404	5134764	15-29 years	29
backNeckPain	M	M-bac	9864558	9147024	30-49 years	30
backNeckPain	M	M-bac	9864558	9147024	30-49 years	49
backNeckPain	M	M-bac	4589472	4348318	50-59 years	50
backNeckPain	M	M-bac	4589472	4348318	50-59 years	59
backNeckPain	M	M-bac	3160731	3140562	60-69 years	60
backNeckPain	M	M-bac	3160731	3140562	60-69 years	69
backNeckPain	M	M-bac	2558563	3119558	70+ years	70
backNeckPain	M	M-bac	2558563	3119558	70+ years	75
Gout	M	M-Gou	0	0	0-27 days	0
Gout	M	M-Gou	0	0	0-27 days	0.07
Gout	M	M-Gou	0	0	1-59 months	0.08
Gout	M	M-Gou	0	0	1-59 months	4.9
Gout	M	M-Gou	0	0	5-14 years	5
Gout	M	M-Gou	0	0	5-14 years	14
Gout	M	M-Gou	2253	557	15-29 years	15
Gout	M	M-Gou	2253	557	15-29 years	29
Gout	M	M-Gou	26506	5877	30-49 years	30
Gout	M	M-Gou	26506	5877	30-49 years	49
Gout	M	M-Gou	25253	6146	50-59 years	50
Gout	M	M-Gou	25253	6146	50-59 years	59
Gout	M	M-Gou	23684	6131	60-69 years	60
Gout	M	M-Gou	23684	6131	60-69 years	69
Gout	M	M-Gou	25001	9192	70+ years	70
Gout	M	M-Gou	25001	9192	70+ years	75
Osteoarthritis	M	M-Ost	4	0	0-27 days	0
Osteoarthritis	M	M-Ost	4	0	0-27 days	0.07
Osteoarthritis	M	M-Ost	71	43	1-59 months	0.08
Osteoarthritis	M	M-Ost	71	43	1-59 months	4.9
Osteoarthritis	M	M-Ost	0	31	5-14 years	5
Osteoarthritis	M	M-Ost	0	31	5-14 years	14
Osteoarthritis	M	M-Ost	135	43	15-29 years	15
Osteoarthritis	M	M-Ost	135	43	15-29 years	29
Osteoarthritis	M	M-Ost	1666551	2722414	30-49 years	30
Osteoarthritis	M	M-Ost	1666551	2722414	30-49 years	49
Osteoarthritis	M	M-Ost	2137679	3523738	50-59 years	50
Osteoarthritis	M	M-Ost	2137679	3523738	50-59 years	59
Osteoarthritis	M	M-Ost	1527505	2669434	60-69 years	60
Osteoarthritis	M	M-Ost	1527505	2669434	60-69 years	69
Osteoarthritis	M	M-Ost	1235932	2662426	70+ years	70
Osteoarthritis	M	M-Ost	1235932	2662426	70+ years	75
Other_musculoskeletal_disorders	M	M-Oth	624	555	0-27 days	0
Other_musculoskeletal_disorders	M	M-Oth	624	555	0-27 days	0.07
Other_musculoskeletal_disorders	M	M-Oth	5193	4693	1-59 months	0.08
Other_musculoskeletal_disorders	M	M-Oth	5193	4693	1-59 months	4.9
Other_musculoskeletal_disorders	M	M-Oth	133581	236746	5-14 years	5
Other_musculoskeletal_disorders	M	M-Oth	133581	236746	5-14 years	14
Other_musculoskeletal_disorders	M	M-Oth	2098551	4231441	15-29 years	15
Other_musculoskeletal_disorders	M	M-Oth	2098551	4231441	15-29 years	29
Other_musculoskeletal_disorders	M	M-Oth	4006805	7525145	30-49 years	30
Other_musculoskeletal_disorders	M	M-Oth	4006805	7525145	30-49 years	49
Other_musculoskeletal_disorders	M	M-Oth	1737499	3677574	50-59 years	50
Other_musculoskeletal_disorders	M	M-Oth	1737499	3677574	50-59 years	59
Other_musculoskeletal_disorders	M	M-Oth	1768924	3532342	60-69 years	60
Other_musculoskeletal_disorders	M	M-Oth	1768924	3532342	60-69 years	69
Other_musculoskeletal_disorders	M	M-Oth	1200905	3451154	70+ years	70
Other_musculoskeletal_disorders	M	M-Oth	1200905	3451154	70+ years	75
Rheumatoid_arthritis	M	M-Rhe	0	0	0-27 days	0
Rheumatoid_arthritis	M	M-Rhe	0	0	0-27 days	0.07
Rheumatoid_arthritis	M	M-Rhe	0	69	1-59 months	0.08
Rheumatoid_arthritis	M	M-Rhe	0	69	1-59 months	4.9
Rheumatoid_arthritis	M	M-Rhe	58966	101023	5-14 years	5
Rheumatoid_arthritis	M	M-Rhe	58966	101023	5-14 years	14
Rheumatoid_arthritis	M	M-Rhe	186586	471955	15-29 years	15
Rheumatoid_arthritis	M	M-Rhe	186586	471955	15-29 years	29
Rheumatoid_arthritis	M	M-Rhe	374613	1084484	30-49 years	30
Rheumatoid_arthritis	M	M-Rhe	374613	1084484	30-49 years	49
Rheumatoid_arthritis	M	M-Rhe	269405	733631	50-59 years	50
Rheumatoid_arthritis	M	M-Rhe	269405	733631	50-59 years	59
Rheumatoid_arthritis	M	M-Rhe	296494	716939	60-69 years	60
Rheumatoid_arthritis	M	M-Rhe	296494	716939	60-69 years	69
Rheumatoid_arthritis	M	M-Rhe	378208	1002452	70+ years	70
Rheumatoid_arthritis	M	M-Rhe	378208	1002452	70+ years	75
dementia	N	N-dem	773	754	0-27 days	0
dementia	N	N-dem	773	754	0-27 days	0.07
dementia	N	N-dem	10261	7409	1-59 months	0.08
dementia	N	N-dem	10261	7409	1-59 months	4.9
dementia	N	N-dem	129508	108222	5-14 years	5
dementia	N	N-dem	129508	108222	5-14 years	14
dementia	N	N-dem	62510	65452	15-29 years	15
dementia	N	N-dem	62510	65452	15-29 years	29
dementia	N	N-dem	178667	161095	30-49 years	30
dementia	N	N-dem	178667	161095	30-49 years	49
dementia	N	N-dem	492715	611798	50-59 years	50
dementia	N	N-dem	492715	611798	50-59 years	59
dementia	N	N-dem	948636	1165051	60-69 years	60
dementia	N	N-dem	948636	1165051	60-69 years	69
dementia	N	N-dem	5010502	9253523	70+ years	70
dementia	N	N-dem	5010502	9253523	70+ years	75
Epilepsy	N	N-Epi	6753	6583	0-27 days	0
Epilepsy	N	N-Epi	6753	6583	0-27 days	0.07
Epilepsy	N	N-Epi	1153935	1237317	1-59 months	0.08
Epilepsy	N	N-Epi	1153935	1237317	1-59 months	4.9
Epilepsy	N	N-Epi	2199604	2111082	5-14 years	5
Epilepsy	N	N-Epi	2199604	2111082	5-14 years	14
Epilepsy	N	N-Epi	3452271	2726410	15-29 years	15
Epilepsy	N	N-Epi	3452271	2726410	15-29 years	29
Epilepsy	N	N-Epi	2663688	1995577	30-49 years	30
Epilepsy	N	N-Epi	2663688	1995577	30-49 years	49
Epilepsy	N	N-Epi	803014	621702	50-59 years	50
Epilepsy	N	N-Epi	803014	621702	50-59 years	59
Epilepsy	N	N-Epi	472303	407936	60-69 years	60
Epilepsy	N	N-Epi	472303	407936	60-69 years	69
Epilepsy	N	N-Epi	366266	415615	70+ years	70
Epilepsy	N	N-Epi	366266	415615	70+ years	75
Migraine	N	N-Mig	0	0	0-27 days	0
Migraine	N	N-Mig	0	0	0-27 days	0.07
Migraine	N	N-Mig	1	1	1-59 months	0.08
Migraine	N	N-Mig	1	1	1-59 months	4.9
Migraine	N	N-Mig	402025	729879	5-14 years	5
Migraine	N	N-Mig	402025	729879	5-14 years	14
Migraine	N	N-Mig	2527376	4130165	15-29 years	15
Migraine	N	N-Mig	2527376	4130165	15-29 years	29
Migraine	N	N-Mig	2627628	4480536	30-49 years	30
Migraine	N	N-Mig	2627628	4480536	30-49 years	49
Migraine	N	N-Mig	746959	1347865	50-59 years	50
Migraine	N	N-Mig	746959	1347865	50-59 years	59
Migraine	N	N-Mig	335354	653481	60-69 years	60
Migraine	N	N-Mig	335354	653481	60-69 years	69
Migraine	N	N-Mig	164955	391653	70+ years	70
Migraine	N	N-Mig	164955	391653	70+ years	75
Multiple_sclerosis	N	N-Mul	0	0	0-27 days	0
Multiple_sclerosis	N	N-Mul	0	0	0-27 days	0.07
Multiple_sclerosis	N	N-Mul	0	0	1-59 months	0.08
Multiple_sclerosis	N	N-Mul	0	0	1-59 months	4.9
Multiple_sclerosis	N	N-Mul	1169	2086	5-14 years	5
Multiple_sclerosis	N	N-Mul	1169	2086	5-14 years	14
Multiple_sclerosis	N	N-Mul	38066	66150	15-29 years	15
Multiple_sclerosis	N	N-Mul	38066	66150	15-29 years	29
Multiple_sclerosis	N	N-Mul	181780	313815	30-49 years	30
Multiple_sclerosis	N	N-Mul	181780	313815	30-49 years	49
Multiple_sclerosis	N	N-Mul	101797	167477	50-59 years	50
Multiple_sclerosis	N	N-Mul	101797	167477	50-59 years	59
Multiple_sclerosis	N	N-Mul	69969	115479	60-69 years	60
Multiple_sclerosis	N	N-Mul	69969	115479	60-69 years	69
Multiple_sclerosis	N	N-Mul	37748	69921	70+ years	70
Multiple_sclerosis	N	N-Mul	37748	69921	70+ years	75
Non_migraine_headache	N	N-nmh	0	0	0-27 days	0
Non_migraine_headache	N	N-nmh	0	0	0-27 days	0.07
Non_migraine_headache	N	N-nmh	0	0	1-59 months	0.08
Non_migraine_headache	N	N-nmh	0	0	1-59 months	4.9
Non_migraine_headache	N	N-nmh	30021	37781	5-14 years	5
Non_migraine_headache	N	N-nmh	30021	37781	5-14 years	14
Non_migraine_headache	N	N-nmh	262934	297550	15-29 years	15
Non_migraine_headache	N	N-nmh	262934	297550	15-29 years	29
Non_migraine_headache	N	N-nmh	331364	373298	30-49 years	30
Non_migraine_headache	N	N-nmh	331364	373298	30-49 years	49
Non_migraine_headache	N	N-nmh	109903	130444	50-59 years	50
Non_migraine_headache	N	N-nmh	109903	130444	50-59 years	59
Non_migraine_headache	N	N-nmh	65097	82852	60-69 years	60
Non_migraine_headache	N	N-nmh	65097	82852	60-69 years	69
Non_migraine_headache	N	N-nmh	44460	70202	70+ years	70
Non_migraine_headache	N	N-nmh	44460	70202	70+ years	75
Other_neurological_conditions	N	N-Oth	7468	6568	0-27 days	0
Other_neurological_conditions	N	N-Oth	7468	6568	0-27 days	0.07
Other_neurological_conditions	N	N-Oth	841040	995464	1-59 months	0.08
Other_neurological_conditions	N	N-Oth	841040	995464	1-59 months	4.9
Other_neurological_conditions	N	N-Oth	878723	744755	5-14 years	5
Other_neurological_conditions	N	N-Oth	878723	744755	5-14 years	14
Other_neurological_conditions	N	N-Oth	1431044	1108066	15-29 years	15
Other_neurological_conditions	N	N-Oth	1431044	1108066	15-29 years	29
Other_neurological_conditions	N	N-Oth	1517797	1475114	30-49 years	30
Other_neurological_conditions	N	N-Oth	1517797	1475114	30-49 years	49
Other_neurological_conditions	N	N-Oth	1069241	1164947	50-59 years	50
Other_neurological_conditions	N	N-Oth	1069241	1164947	50-59 years	59
Other_neurological_conditions	N	N-Oth	1029117	1279339	60-69 years	60
Other_neurological_conditions	N	N-Oth	1029117	1279339	60-69 years	69
Other_neurological_conditions	N	N-Oth	1179368	1848605	70+ years	70
Other_neurological_conditions	N	N-Oth	1179368	1848605	70+ years	75
Parkinsons_disease	N	N-Par	7	0	0-27 days	0
Parkinsons_disease	N	N-Par	7	0	0-27 days	0.07
Parkinsons_disease	N	N-Par	133	61	1-59 months	0.08
Parkinsons_disease	N	N-Par	133	61	1-59 months	4.9
Parkinsons_disease	N	N-Par	38	0	5-14 years	5
Parkinsons_disease	N	N-Par	38	0	5-14 years	14
Parkinsons_disease	N	N-Par	20312	19889	15-29 years	15
Parkinsons_disease	N	N-Par	20312	19889	15-29 years	29
Parkinsons_disease	N	N-Par	65907	56169	30-49 years	30
Parkinsons_disease	N	N-Par	65907	56169	30-49 years	49
Parkinsons_disease	N	N-Par	110374	88673	50-59 years	50
Parkinsons_disease	N	N-Par	110374	88673	50-59 years	59
Parkinsons_disease	N	N-Par	251936	175416	60-69 years	60
Parkinsons_disease	N	N-Par	251936	175416	60-69 years	69
Parkinsons_disease	N	N-Par	904847	766974	70+ years	70
Parkinsons_disease	N	N-Par	904847	766974	70+ years	75
CancBladder	O	O-Bla	0	0	0-27 days	0
CancBladder	O	O-Bla	0	0	0-27 days	0.07
CancBladder	O	O-Bla	508	163	1-59 months	0.08
CancBladder	O	O-Bla	508	163	1-59 months	4.9
CancBladder	O	O-Bla	325	92	5-14 years	5
CancBladder	O	O-Bla	325	92	5-14 years	14
CancBladder	O	O-Bla	24340	9237	15-29 years	15
CancBladder	O	O-Bla	24340	9237	15-29 years	29
CancBladder	O	O-Bla	200770	81404	30-49 years	30
CancBladder	O	O-Bla	200770	81404	30-49 years	49
CancBladder	O	O-Bla	451587	140097	50-59 years	50
CancBladder	O	O-Bla	451587	140097	50-59 years	59
CancBladder	O	O-Bla	745064	194843	60-69 years	60
CancBladder	O	O-Bla	745064	194843	60-69 years	69
CancBladder	O	O-Bla	1267617	424003	70+ years	70
CancBladder	O	O-Bla	1267617	424003	70+ years	75
CancBrest	O	O-Bre	0	0	0-27 days	0
CancBrest	O	O-Bre	0	0	0-27 days	0.07
CancBrest	O	O-Bre	25	100	1-59 months	0.08
CancBrest	O	O-Bre	25	100	1-59 months	4.9
CancBrest	O	O-Bre	0	299	5-14 years	5
CancBrest	O	O-Bre	0	299	5-14 years	14
CancBrest	O	O-Bre	0	536282	15-29 years	15
CancBrest	O	O-Bre	0	536282	15-29 years	29
CancBrest	O	O-Bre	0	6346507	30-49 years	30
CancBrest	O	O-Bre	0	6346507	30-49 years	49
CancBrest	O	O-Bre	0	4629784	50-59 years	50
CancBrest	O	O-Bre	0	4629784	50-59 years	59
CancBrest	O	O-Bre	0	3334466	60-69 years	60
CancBrest	O	O-Bre	0	3334466	60-69 years	69
CancBrest	O	O-Bre	0	2870862	70+ years	70
CancBrest	O	O-Bre	0	2870862	70+ years	75
CancCervix	O	O-Cer	0	0	0-27 days	0
CancCervix	O	O-Cer	0	0	0-27 days	0.07
CancCervix	O	O-Cer	0	47	1-59 months	0.08
CancCervix	O	O-Cer	0	47	1-59 months	4.9
CancCervix	O	O-Cer	0	104	5-14 years	5
CancCervix	O	O-Cer	0	104	5-14 years	14
CancCervix	O	O-Cer	0	309575	15-29 years	15
CancCervix	O	O-Cer	0	309575	15-29 years	29
CancCervix	O	O-Cer	0	3679159	30-49 years	30
CancCervix	O	O-Cer	0	3679159	30-49 years	49
CancCervix	O	O-Cer	0	2593200	50-59 years	50
CancCervix	O	O-Cer	0	2593200	50-59 years	59
CancCervix	O	O-Cer	0	1619204	60-69 years	60
CancCervix	O	O-Cer	0	1619204	60-69 years	69
CancCervix	O	O-Cer	0	989928	70+ years	70
CancCervix	O	O-Cer	0	989928	70+ years	75
CancColon	O	O-Col	0	0	0-27 days	0
CancColon	O	O-Col	0	0	0-27 days	0.07
CancColon	O	O-Col	680	272	1-59 months	0.08
CancColon	O	O-Col	680	272	1-59 months	4.9
CancColon	O	O-Col	1538	919	5-14 years	5
CancColon	O	O-Col	1538	919	5-14 years	14
CancColon	O	O-Col	264442	241947	15-29 years	15
CancColon	O	O-Col	264442	241947	15-29 years	29
CancColon	O	O-Col	1564772	1324891	30-49 years	30
CancColon	O	O-Col	1564772	1324891	30-49 years	49
CancColon	O	O-Col	2111788	1516219	50-59 years	50
CancColon	O	O-Col	2111788	1516219	50-59 years	59
CancColon	O	O-Col	2618100	1761616	60-69 years	60
CancColon	O	O-Col	2618100	1761616	60-69 years	69
CancColon	O	O-Col	3233630	2877876	70+ years	70
CancColon	O	O-Col	3233630	2877876	70+ years	75
Leukaemia	O	O-Leu	0	0	0-27 days	0
Leukaemia	O	O-Leu	0	0	0-27 days	0.07
Leukaemia	O	O-Leu	755165	588817	1-59 months	0.08
Leukaemia	O	O-Leu	755165	588817	1-59 months	4.9
Leukaemia	O	O-Leu	859764	523399	5-14 years	5
Leukaemia	O	O-Leu	859764	523399	5-14 years	14
Leukaemia	O	O-Leu	1176208	755362	15-29 years	15
Leukaemia	O	O-Leu	1176208	755362	15-29 years	29
Leukaemia	O	O-Leu	1124072	921743	30-49 years	30
Leukaemia	O	O-Leu	1124072	921743	30-49 years	49
Leukaemia	O	O-Leu	680656	531343	50-59 years	50
